CO-DL-A239,LT-2,2021-08-12,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-13,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-14,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-15,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-16,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-17,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-18,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-19,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-20,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-21,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-22,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-23,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-24,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-25,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-26,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-27,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-28,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-29,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-30,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A239,LT-2,2021-08-31,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A239
CO-DL-A230,LT-2,2021-08-01,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-02,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-03,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-04,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-05,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-06,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-07,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-08,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-09,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-10,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-11,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-12,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-13,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-14,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-15,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-16,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-17,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-18,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-19,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-20,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-21,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-22,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-23,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-24,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-25,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-26,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-27,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-28,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-29,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-30,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-31,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-DL-A230
CO-CO-M328,LT-2,2021-08-01,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-02,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-03,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-04,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-05,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-06,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-07,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-08,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-09,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-10,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-11,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-12,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-13,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-14,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-15,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-16,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-17,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-18,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-19,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-20,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-21,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-22,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-23,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-24,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-25,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-26,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-27,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-28,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-29,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-30,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-31,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-CO-M328
CO-AM-S393,LT-2,2021-08-01,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-02,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-03,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-04,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-05,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-06,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-07,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-08,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-09,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-10,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-11,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-12,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-13,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-14,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-15,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-16,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-17,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-18,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-19,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-20,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-21,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-22,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-23,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-24,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-25,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-26,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-27,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-28,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-29,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-30,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-31,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S185,LT-2,2021-08-01,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-02,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-03,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-04,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-05,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-06,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-07,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-08,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-09,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-10,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-11,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-12,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-13,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-14,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-15,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-16,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-17,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-18,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-19,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-20,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-21,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-22,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-23,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-24,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-25,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-26,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-27,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-28,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-29,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-30,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-31,1,PLAN,OUTBOUND,35,EA,2Q2021,ERP,http://lighttree.com/CO-AM-S185
product.partNumber,location.locationIdentifier,inventoryType,quantity,quantityUnits,value,valueCurrency,reservationOrders,daysOfSupply,shelfLife,reorderLevel,expectedLeadTime,quantityUpperThreshold,quantityLowerThreshold,daysOfSupplyUpperThreshold,daysOfSupplyLowerThreshold,expiringThreshold,plannerCode,velocityCode,inventoryParentType,class,segment
PS-SL-A287,LT-1,PRODUCT,25,EA,31250.00,USD,2,19,365,50,30,100,10,30,10,,Street Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-SL-A288,LT-1,PRODUCT,20,EA,25000.00,USD,2,35,365,50,30,100,10,30,10,,Street Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-SL-H309,LT-1,PRODUCT,3,EA,3750.00,USD,2,14,365,50,30,100,10,30,10,,Street Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-SL-H310,LT-1,PRODUCT,35,EA,43750.00,USD,2,16,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-F342,LT-1,PRODUCT,43,EA,53750.00,USD,2,42,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-F343,LT-1,PRODUCT,49,EA,61250.00,USD,2,41,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-F344,LT-1,PRODUCT,7,EA,8750.00,USD,2,3,365,50,30,100,10,30,10,,Street Lighting,C,ONHAND,NEW,INDUSTRIAL
PS-SL-F345,LT-1,PRODUCT,40,EA,50000.00,USD,2,27,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-B122,LT-1,PRODUCT,16,EA,20000.00,USD,2,40,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-A123,LT-1,PRODUCT,15,EA,18750.00,USD,2,2,365,50,30,100,10,30,10,,Street Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-SL-C280,LT-1,PRODUCT,42,EA,52500.00,USD,2,10,365,50,30,100,10,30,10,,Street Lighting,C,ONHAND,NEW,INDUSTRIAL
PS-SL-C193,LT-1,PRODUCT,49,EA,61250.00,USD,2,55,365,50,30,100,10,30,10,,Street Lighting,C,ONHAND,NEW,INDUSTRIAL
PS-SL-L327,LT-1,PRODUCT,30,EA,37500.00,USD,2,37,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-L393,LT-1,PRODUCT,4,EA,5000.00,USD,2,52,365,50,30,100,10,30,10,,Street Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-PL-C295,LT-1,PRODUCT,2,EA,2500.00,USD,2,26,365,50,30,100,10,30,10,,Pedestrian Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-PL-C167,LT-1,PRODUCT,15,EA,18750.00,USD,2,59,365,50,30,100,10,30,10,,Pedestrian Lighting,C,ONHAND,NEW,INDUSTRIAL
PS-PL-S459,LT-1,PRODUCT,40,EA,50000.00,USD,2,3,365,50,30,100,10,30,10,,Pedestrian Lighting,C,ONHAND,NEW,INDUSTRIAL
PS-PL-S236,LT-1,PRODUCT,29,EA,36250.00,USD,2,6,365,50,30,100,10,30,10,,Pedestrian Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-PL-F206,LT-1,PRODUCT,16,EA,20000.00,USD,2,30,365,50,30,100,10,30,10,,Pedestrian Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-PL-F158,LT-1,PRODUCT,8,EA,10000.00,USD,2,26,365,50,30,100,10,30,10,,Pedestrian Lighting,C,ONHAND,NEW,INDUSTRIAL
PS-PL-F242,LT-1,PRODUCT,6,EA,7500.00,USD,2,49,365,50,30,100,10,30,10,,Pedestrian Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-PL-F388,LT-1,PRODUCT,0,EA,0.00,USD,2,3,365,50,30,100,10,30,10,,Pedestrian Lighting,C,ONHAND,NEW,INDUSTRIAL
PS-PL-W140,LT-1,PRODUCT,11,EA,13750.00,USD,2,25,365,50,30,100,10,30,10,,Pedestrian Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-PL-W381,LT-1,PRODUCT,18,EA,22500.00,USD,2,42,365,50,30,100,10,30,10,,Pedestrian Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-PL-R186,LT-1,PRODUCT,39,EA,48750.00,USD,2,31,365,50,30,100,10,30,10,,Pedestrian Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-TS-T264,LT-1,PRODUCT,36,EA,52200.00,USD,2,32,365,50,30,100,10,30,10,,Traffic Signal Poles,C,ONHAND,NEW,INDUSTRIAL
PS-TS-A318,LT-1,PRODUCT,14,EA,20300.00,USD,2,18,365,50,30,100,10,30,10,,Traffic Signal Poles,C,ONHAND,NEW,INDUSTRIAL
CO-CO-V310,LT-1,PRODUCT,121,EA,12100.00,USD,2,34,365,50,30,250,10,30,10,,Controls,B,ONHAND,NEW,INDUSTRIAL
CO-CO-N311,LT-1,PRODUCT,124,EA,31000.00,USD,2,57,365,50,30,100,10,30,10,,Controls,A,ONHAND,NEW,INDUSTRIAL
CO-CO-M328,LT-1,PRODUCT,214,EA,26750.00,USD,2,15,365,50,30,100,10,30,10,,Controls,A,ONHAND,NEW,INDUSTRIAL
CO-DL-T316,LT-1,PRODUCT,50,EA,2750.00,USD,2,49,365,50,30,100,10,30,10,,Downlights,B,ONHAND,NEW,INDUSTRIAL
CO-DL-A239,LT-1,PRODUCT,103,EA,4944.00,USD,2,39,365,50,30,100,10,30,10,,Downlights,B,ONHAND,NEW,INDUSTRIAL
CO-DL-A230,LT-1,PRODUCT,148,EA,7548.00,USD,2,25,365,50,30,100,10,30,10,,Downlights,B,ONHAND,NEW,INDUSTRIAL
CO-RD-I380,LT-1,PRODUCT,168,EA,13104.00,USD,2,18,365,50,30,100,10,30,10,,Retrofit Downlights,C,ONHAND,NEW,INDUSTRIAL
CO-RD-S282,LT-1,PRODUCT,352,EA,30976.00,USD,2,40,365,50,30,100,10,30,10,,Retrofit Downlights,B,ONHAND,NEW,INDUSTRIAL
CO-RD-R296,LT-1,PRODUCT,162,EA,15066.00,USD,2,36,365,50,30,100,10,30,10,,Retrofit Downlights,A,ONHAND,NEW,INDUSTRIAL
CO-AM-B209,LT-1,PRODUCT,88,EA,10560.00,USD,2,12,365,50,30,100,10,30,10,,Ambient,A,ONHAND,NEW,INDUSTRIAL
CO-AM-S185,LT-1,PRODUCT,242,EA,69938.00,USD,2,50,365,50,30,100,10,30,10,,Ambient,B,ONHAND,NEW,INDUSTRIAL
CO-AM-S393,LT-1,PRODUCT,89,EA,16287.00,USD,2,56,365,50,30,100,10,30,10,,Ambient,C,ONHAND,NEW,INDUSTRIAL
PS-SL-A287,LT-2,PRODUCT,47,EA,58750.00,USD,2,58,365,50,30,100,10,30,10,,Street Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-SL-A288,LT-2,PRODUCT,45,EA,56250.00,USD,2,41,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-H309,LT-2,PRODUCT,35,EA,43750.00,USD,2,2,365,50,30,100,10,30,10,,Street Lighting,B,ONHAND,NEW,INDUSTRIAL
PS-SL-H310,LT-2,PRODUCT,19,EA,23750.00,USD,2,29,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-F342,LT-2,PRODUCT,34,EA,42500.00,USD,2,56,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-F343,LT-2,PRODUCT,43,EA,53750.00,USD,2,53,365,50,30,100,10,30,10,,Street Lighting,A,ONHAND,NEW,INDUSTRIAL
PS-SL-F344,LT-2,PRODUCT,10,EA,12500.00,USD,2,19,365,50,30,100,10,30,10,,Street Lighting,C,ONHAND,NEW,INDUSTRIAL
PS-SL-F345,LT-2,PRODUCT,33,EA,41250.00,USD,2,56,365,50,30,100,10,30,10,,Street Lighting,B,ONHAND,NEW,INDUSTRIAL
